,Label,Message,Vectors
254,ham,"i'm back, lemme know when you're ready","[0, 0, 0, 0, 0]"
255,ham,don't necessarily expect it to be done before you get back though because i'm just now headin out,"[0, 0, 0, 0, 0]"
256,ham,mmm so yummy babe ... nice jolt to the suzy,"[0, 0, 0, 0, 0]"
257,ham,where are you lover ? i need you ...,"[0, 0, 0, 0, 0]"
258,spam,we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,"[1, 0, 0, 0, 0]"
259,ham,i���m parked next to a mini!!!! when are you coming in today do you think?,"[0, 0, 0, 0, 0]"
260,ham,yup,"[0, 0, 0, 0, 0]"
261,ham,anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.,"[0, 0, 0, 0, 0]"
262,ham,my no. in luton 0125698789 ring me if ur around! h*,"[0, 0, 0, 1, 0]"
263,spam,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,"[0, 0, 0, 0, 0]"
264,ham,why you dint come with us.,"[0, 0, 0, 0, 0]"
265,ham,same. wana plan a trip sometme then,"[0, 0, 0, 0, 0]"
266,ham,"not sure yet, still trying to get a hold of him","[0, 0, 0, 0, 0]"
267,spam,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt,"[0, 1, 0, 1, 1]"
268,ham,the evo. i just had to download flash. jealous?,"[0, 0, 0, 0, 0]"
269,spam,ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,"[0, 1, 0, 0, 0]"
270,ham,"come to mu, we're sorting out our narcotics situation","[0, 0, 0, 0, 0]"
271,ham,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay.","[0, 0, 0, 0, 0]"
272,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,"[0, 0, 0, 0, 0]"
273,ham,"usf i guess, might as well take 1 car","[0, 0, 0, 0, 0]"
274,ham,no objection. my bf not coming.,"[0, 0, 0, 0, 0]"
275,ham,thanx...,"[0, 0, 0, 0, 0]"
276,ham,tell rob to mack his gf in the theater,"[0, 0, 0, 0, 0]"
277,ham,"awesome, i'll see you in a bit","[0, 0, 0, 0, 0]"
278,ham,just sent it. so what type of food do you like?,"[0, 0, 0, 0, 0]"
279,ham,all done? all handed in? celebrations in full swing yet?,"[0, 0, 0, 0, 0]"
280,ham,you got called a tool?,"[0, 0, 0, 0, 0]"
281,ham,\wen u miss someone,"[0, 0, 0, 0, 0]"
282,ham,ok. i asked for money how far,"[0, 0, 0, 0, 0]"
283,ham,okie...,"[0, 0, 0, 0, 0]"
284,ham,"yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down","[0, 0, 0, 0, 0]"
285,ham,"k, i might come by tonight then if my class lets out early","[0, 0, 0, 0, 0]"
286,ham,ok..,"[0, 0, 0, 0, 0]"
287,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,"[1, 0, 0, 0, 0]"
288,ham,"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-)..","[1, 0, 0, 0, 0]"
289,ham,"dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","[0, 0, 0, 0, 0]"
290,ham,hey you told your name to gautham ah?,"[0, 0, 0, 0, 0]"
291,ham,haf u found him? i feel so stupid da v cam was working.,"[0, 0, 0, 0, 0]"
292,ham,oops. 4 got that bit.,"[0, 0, 0, 0, 0]"
293,ham,are you this much buzy,"[0, 0, 0, 0, 0]"
294,ham,i accidentally deleted the message. resend please.,"[0, 0, 0, 0, 0]"
295,spam,t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply,"[1, 1, 0, 0, 0]"
296,ham,unless it's a situation where you go gurl would be more appropriate,"[0, 0, 0, 0, 0]"
297,ham,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl,"[0, 0, 0, 0, 0]"
298,ham,i cant pick the phone right now. pls send a message,"[0, 0, 0, 0, 0]"
299,ham,need a coffee run tomo?can't believe it's that time of week already,"[0, 0, 0, 0, 0]"
300,ham,"awesome, i remember the last time we got somebody high for the first time with diesel :v","[0, 0, 0, 0, 0]"
301,ham,"shit that is really shocking and scary, cant imagine for a second. def up for night out. do u think there is somewhere i could crash for night, save on taxi?","[0, 0, 0, 0, 0]"
302,ham,oh and by the way you do have more food in your fridge! want to go out for a meal tonight?,"[0, 0, 0, 0, 0]"
303,ham,he is a womdarfull actor,"[0, 0, 0, 0, 0]"
304,spam,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide","[0, 0, 0, 0, 0]"
305,ham,yup... from what i remb... i think should be can book...,"[0, 0, 0, 0, 0]"
306,ham,jos ask if u wana meet up?,"[0, 0, 0, 0, 0]"
307,ham,lol yes. our friendship is hanging on a thread cause u won't buy stuff.,"[0, 0, 0, 0, 0]"
308,spam,"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468","[0, 0, 0, 0, 0]"
309,ham,where are the garage keys? they aren't on the bookshelf,"[0, 0, 0, 0, 0]"
310,ham,today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,"[0, 0, 0, 0, 0]"
311,spam,"think ur smart ? win �200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week","[0, 0, 0, 1, 0]"
312,ham,he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,"[1, 0, 0, 0, 0]"
313,ham,"hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost.","[0, 0, 0, 1, 0]"
314,ham,you made my day. do have a great day too.,"[0, 0, 0, 0, 0]"
315,ham,k.k:)advance happy pongal.,"[0, 0, 0, 0, 0]"
316,ham,"hmmm... guess we can go 4 kb n power yoga... haha, dunno we can tahan power yoga anot... thk got lo oso, forgot liao...","[0, 0, 0, 0, 0]"
317,ham,"not really dude, have no friends i'm afraid :(","[0, 0, 0, 0, 0]"
318,spam,december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,"[1, 1, 0, 0, 0]"
319,ham,"coffee cake, i guess...","[0, 0, 0, 0, 0]"
320,ham,"merry christmas to you too babe, i love ya *kisses*","[0, 0, 0, 0, 0]"
321,ham,hey... why dont we just go watch x men and have lunch... haha,"[0, 0, 0, 0, 0]"
322,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. pete x,"[0, 0, 1, 0, 0]"
323,ham,that would be great. we'll be at the guild. could meet on bristol road or somewhere - will get in touch over weekend. our plans take flight! have a good week,"[0, 0, 0, 0, 0]"
324,ham,no problem. how are you doing?,"[0, 0, 0, 0, 0]"
325,ham,no calls..messages..missed calls,"[0, 0, 0, 0, 0]"
326,ham,hi da:)how is the todays class?,"[0, 0, 0, 0, 0]"
327,ham,"i'd say that's a good sign but, well, you know my track record at reading women","[0, 0, 0, 0, 0]"
328,ham,"cool, text me when you're parked","[0, 0, 0, 0, 0]"
329,ham,i'm reading the text i just sent you. its meant to be a joke. so read it in that light,"[0, 0, 0, 0, 0]"
330,ham,k.k:)apo k.good movie.,"[0, 0, 0, 0, 0]"
331,ham,maybe i could get book out tomo then return it immediately ..? or something.,"[0, 0, 0, 0, 0]"
332,spam,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!,"[1, 0, 0, 0, 0]"
333,ham,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.,"[0, 0, 0, 0, 0]"
334,spam,valentines day special! win over �1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201.,"[0, 0, 0, 0, 0]"
335,ham,"ta-daaaaa! i am home babe, are you still up ?","[0, 0, 0, 0, 0]"
336,ham,cool. so how come you havent been wined and dined before?,"[0, 0, 0, 0, 0]"
337,ham,just sleeping..and surfing,"[0, 0, 0, 0, 0]"
338,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
339,ham,u calling me right? call my hand phone...,"[1, 0, 0, 0, 0]"
340,ham,ok that's great thanx a lot.,"[0, 0, 0, 0, 0]"
341,ham,i take it the post has come then! you must have 1000s of texts now! happy reading. my one from wiv hello caroline at the end is my favourite. bless him,"[0, 0, 0, 0, 0]"
342,ham,where u been hiding stranger?,"[0, 0, 0, 0, 0]"
343,ham,am not interested to do like that.,"[0, 0, 0, 0, 0]"
344,ham,my sister cleared two round in birla soft yesterday.,"[0, 0, 0, 0, 0]"
345,ham,gudnite....tc...practice going on,"[0, 0, 0, 0, 0]"
346,ham,dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.,"[0, 0, 0, 1, 0]"
347,ham,one small prestige problem now.,"[0, 0, 0, 0, 0]"
348,spam,fancy a shag? i do.interested? sextextuk.com txt xxuk suzy to 69876. txts cost 1.50 per msg. tncs on website. x,"[0, 0, 0, 0, 1]"
349,ham,just checking in on you. really do miss seeing jeremiah. do have a great month,"[0, 0, 0, 0, 0]"
350,ham,"nah can't help you there, i've never had an iphone","[0, 0, 0, 0, 0]"
351,ham,if you're not in my car in an hour and a half i'm going apeshit,"[0, 0, 0, 0, 0]"
352,ham,"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good","[0, 0, 0, 1, 0]"
353,ham,yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed,"[0, 0, 0, 0, 0]"
354,ham,&lt;#&gt; ish minutes was 5 minutes ago. wtf.,"[0, 0, 0, 0, 0]"
355,ham,"thank you for calling.forgot to say happy onam to you sirji.i am fine here and remembered you when i met an insurance person.meet you in qatar insha allah.rakhesh, ex tata aig who joined tissco,tayseer.","[0, 0, 0, 0, 0]"
356,spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,"[0, 1, 1, 1, 1]"
357,spam,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,"[0, 0, 0, 1, 0]"
358,ham,"i'm an actor. when i work, i work in the evening and sleep late. since i'm unemployed at the moment, i always sleep late. when you're unemployed, every day is saturday.","[0, 0, 0, 0, 0]"
359,ham,"hello! just got here, st andrews-boy its a long way! its cold. i will keep you posted","[0, 0, 0, 0, 0]"
360,ham,ha ha cool cool chikku chikku:-):-db-),"[0, 0, 0, 0, 0]"
361,ham,oh ok no prob..,"[0, 0, 0, 0, 0]"
362,ham,check audrey's status right now,"[0, 0, 0, 0, 0]"
363,ham,busy here. trying to finish for new year. i am looking forward to finally meeting you...,"[0, 0, 0, 0, 0]"
364,ham,"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always","[0, 0, 0, 0, 0]"
365,ham,well i know z will take care of me. so no worries.,"[0, 0, 0, 0, 0]"
366,spam,"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q=","[1, 1, 0, 0, 1]"
367,spam,here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,"[0, 0, 0, 0, 0]"
368,ham,wat uniform? in where get?,"[0, 0, 0, 0, 0]"
369,ham,"cool, text me when you're ready","[0, 0, 0, 0, 0]"
370,ham,"hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ...","[0, 0, 0, 0, 0]"
371,ham,i will spoil you in bed as well :),"[0, 0, 0, 0, 0]"
372,ham,i'm going for bath will msg you next  &lt;#&gt;  min..,"[0, 0, 0, 0, 0]"
373,ham,i cant keep talking to people if am not sure i can pay them if they agree to price. so pls tell me what you want to really buy and how much you are willing to pay,"[0, 0, 0, 0, 0]"
374,spam,"thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994","[0, 0, 0, 0, 0]"
375,ham,can you say what happen,"[0, 0, 0, 0, 0]"
376,ham,you could have seen me..i did't recognise you face.:),"[0, 0, 0, 0, 0]"
377,ham,well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going,"[0, 0, 0, 0, 0]"
378,ham,keep my payasam there if rinu brings,"[0, 0, 0, 0, 0]"
379,ham,i taught that ranjith sir called me. so only i sms like that. becaus hes verifying about project. prabu told today so only pa dont mistake me..,"[0, 0, 0, 0, 0]"
380,ham,"i guess that's why you re worried. you must know that there's a way the body repairs itself. and i'm quite sure you shouldn't worry. we'll take it slow. first the tests, they will guide when your ovulation is then just relax. nothing you've said is a reason to worry but i.ll keep on followin you up.","[0, 0, 0, 0, 0]"
381,ham,"yeah sure, give me a couple minutes to track down my wallet","[0, 0, 0, 0, 0]"
382,ham,hey leave it. not a big deal:-) take care.,"[0, 0, 0, 0, 0]"
383,ham,hey i will be late ah... meet you at 945+,"[0, 0, 0, 0, 0]"
384,spam,"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx","[1, 1, 0, 0, 0]"
385,ham,it took mr owl 3 licks,"[0, 0, 0, 0, 0]"
386,ham,customer place i will call you.,"[1, 0, 0, 0, 0]"
387,ham,mm that time you dont like fun,"[0, 0, 0, 0, 0]"
388,spam,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,"[1, 1, 0, 0, 0]"
389,ham,yup having my lunch buffet now.. u eat already?,"[0, 0, 0, 0, 0]"
390,ham,huh so late... fr dinner?,"[0, 0, 0, 0, 0]"
391,ham,hey so this sat are we going for the intro pilates only? or the kickboxing too?,"[0, 0, 0, 0, 0]"
392,ham,morning only i can ok.,"[0, 0, 0, 0, 0]"
393,ham,yes i think so. i am in office but my lap is in room i think thats on for the last few days. i didnt shut that down,"[0, 0, 0, 0, 0]"
394,ham,pick you up bout 7.30ish? what time are  and that going?,"[0, 0, 0, 0, 0]"
395,ham,from here after the performance award is calculated every two month.not for current one month period..,"[0, 0, 0, 0, 0]"
396,ham,was actually sleeping and still might when u call back. so a text is gr8. you rock sis. will send u a text wen i wake.,"[1, 0, 0, 0, 0]"
397,ham,"you are always putting your business out there. you put pictures of your ass on facebook. you are one of the most open people i've ever met. why would i think a picture of your room would hurt you, make you feel violated.","[0, 0, 0, 0, 0]"
398,ham,"good evening sir, al salam wahleykkum.sharing a happy news.by the grace of god, i got an offer from tayseer,tissco and i joined.hope you are fine.inshah allah,meet you sometime.rakhesh,visitor from india.","[0, 0, 0, 0, 0]"
399,ham,hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,"[0, 0, 0, 0, 0]"
400,spam,"free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop","[0, 1, 0, 0, 1]"
401,ham,dear how is chechi. did you talk to her,"[0, 0, 0, 0, 0]"
402,ham,the hair cream has not been shipped.,"[0, 0, 0, 0, 0]"
403,ham,none of that's happening til you get here though,"[0, 0, 0, 0, 0]"
404,ham,"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour","[0, 0, 0, 0, 0]"
